Gender,Ethnicity,Child's First Name,Count
FEMALE,ASIAN AND PACIFIC ISLANDER,Iris,18
MALE,ASIAN AND PACIFIC ISLANDER,Jack,18
MALE,BLACK NON HISPANIC,Jaiden,18
MALE,WHITE NON HISPANIC,Jayden,18
MALE,ASIAN AND PACIFIC ISLANDER,Jerry,18
MALE,ASIAN AND PACIFIC ISLANDER,Jordan,18
FEMALE,ASIAN AND PACIFIC ISLANDER,Joyce,18
FEMALE,ASIAN AND PACIFIC ISLANDER,Katie,18
MALE,ASIAN AND PACIFIC ISLANDER,Kingsley,18
MALE,HISPANIC,Leandro,18
MALE,HISPANIC,Levi,18
FEMALE,ASIAN AND PACIFIC ISLANDER,Lily,18
FEMALE,HISPANIC,Lily,18
FEMALE,BLACK NON HISPANIC,Lyric,18
FEMALE,HISPANIC,Mariah,18
MALE,HISPANIC,Mathew,18
MALE,ASIAN AND PACIFIC ISLANDER,Miles,18
FEMALE,HISPANIC,Miranda,18
MALE,WHITE NON HISPANIC,Morris,18
FEMALE,ASIAN AND PACIFIC ISLANDER,Nina,18
MALE,HISPANIC,Nolan,18
FEMALE,WHITE NON HISPANIC,Raizel,18
MALE,HISPANIC,Ricardo,18
MALE,BLACK NON HISPANIC,Richard,18
MALE,BLACK NON HISPANIC,Robert,18
FEMALE,WHITE NON HISPANIC,Salma,18
FEMALE,WHITE NON HISPANIC,Taylor,18
FEMALE,BLACK NON HISPANIC,Tori,18
MALE,HISPANIC,Tristan,18
MALE,HISPANIC,Uriel,18
MALE,BLACK NON HISPANIC,William,18
FEMALE,WHITE NON HISPANIC,Zoey,18
MALE,BLACK NON HISPANIC,Adrian,17
FEMALE,WHITE NON HISPANIC,Adriana,17
MALE,WHITE NON HISPANIC,Aharon,17
FEMALE,HISPANIC,Alejandra,17
FEMALE,ASIAN AND PACIFIC ISLANDER,Alisha,17
FEMALE,WHITE NON HISPANIC,Alyssa,17
FEMALE,BLACK NON HISPANIC,Arielle,17
FEMALE,WHITE NON HISPANIC,Aurora,17
MALE,ASIAN AND PACIFIC ISLANDER,Bryan,17
MALE,HISPANIC,Bryson,17
FEMALE,WHITE NON HISPANIC,Camilla,17
FEMALE,HISPANIC,Catalina,17
MALE,ASIAN AND PACIFIC ISLANDER,Charles,17
MALE,HISPANIC,Chris,17
FEMALE,ASIAN AND PACIFIC ISLANDER,Cindy,17
FEMALE,ASIAN AND PACIFIC ISLANDER,Crystal,17
MALE,HISPANIC,Dominick,17
MALE,HISPANIC,Ean,17
FEMALE,BLACK NON HISPANIC,Egypt,17
FEMALE,BLACK NON HISPANIC,Eliana,17
MALE,BLACK NON HISPANIC,Elias,17
FEMALE,WHITE NON HISPANIC,Elise,17
FEMALE,WHITE NON HISPANIC,Eve,17
FEMALE,WHITE NON HISPANIC,Hana,17
FEMALE,BLACK NON HISPANIC,Hannah,17
FEMALE,WHITE NON HISPANIC,Helen,17
MALE,WHITE NON HISPANIC,Hersh,17
FEMALE,WHITE NON HISPANIC,Iris,17
FEMALE,WHITE NON HISPANIC,Ivy,17
FEMALE,HISPANIC,Jaylene,17
MALE,HISPANIC,Joaquin,17
MALE,ASIAN AND PACIFIC ISLANDER,John,17
MALE,BLACK NON HISPANIC,John,17
FEMALE,WHITE NON HISPANIC,Julianna,17
FEMALE,ASIAN AND PACIFIC ISLANDER,Kaitlyn,17
MALE,ASIAN AND PACIFIC ISLANDER,Kayden,17
FEMALE,HISPANIC,Keily,17
MALE,WHITE NON HISPANIC,Kevin,17
FEMALE,BLACK NON HISPANIC,Kiara,17
MALE,WHITE NON HISPANIC,Kyle,17
FEMALE,HISPANIC,Laila,17
FEMALE,WHITE NON HISPANIC,Lea,17
MALE,BLACK NON HISPANIC,Legend,17
FEMALE,WHITE NON HISPANIC,Lola,17
FEMALE,HISPANIC,Lucia,17
MALE,HISPANIC,Luke,17
FEMALE,HISPANIC,Madelyn,17
MALE,HISPANIC,Maison,17
MALE,HISPANIC,Mark,17
MALE,HISPANIC,Maximus,17
FEMALE,ASIAN AND PACIFIC ISLANDER,Mila,17
MALE,HISPANIC,Milan,17
MALE,WHITE NON HISPANIC,Muhammad,17
MALE,ASIAN AND PACIFIC ISLANDER,Musa,17
FEMALE,BLACK NON HISPANIC,Mya,17
FEMALE,ASIAN AND PACIFIC ISLANDER,Nicole,17
MALE,BLACK NON HISPANIC,Nolan,17
FEMALE,WHITE NON HISPANIC,Olive,17
MALE,BLACK NON HISPANIC,Royal,17
FEMALE,WHITE NON HISPANIC,Ruchy,17
FEMALE,WHITE NON HISPANIC,Ruth,17
FEMALE,HISPANIC,Sabrina,17
FEMALE,HISPANIC,Samara,17
MALE,WHITE NON HISPANIC,Samir,17
MALE,WHITE NON HISPANIC,Shane,17
MALE,ASIAN AND PACIFIC ISLANDER,Thomas,17
MALE,WHITE NON HISPANIC,Yossi,17
MALE,HISPANIC,Abdiel,16
MALE,HISPANIC,Adonis,16
FEMALE,HISPANIC,Alessandra,16
MALE,BLACK NON HISPANIC,Alpha,16
FEMALE,ASIAN AND PACIFIC ISLANDER,Amanda,16
FEMALE,ASIAN AND PACIFIC ISLANDER,Amber,16
MALE,WHITE NON HISPANIC,Anas,16
FEMALE,BLACK NON HISPANIC,Anaya,16
MALE,WHITE NON HISPANIC,Angelo,16
FEMALE,ASIAN AND PACIFIC ISLANDER,Arianna,16
FEMALE,WHITE NON HISPANIC,Arianna,16
MALE,HISPANIC,Ariel,16
MALE,WHITE NON HISPANIC,Brian,16
FEMALE,WHITE NON HISPANIC,Bruchy,16
FEMALE,ASIAN AND PACIFIC ISLANDER,Catherine,16
FEMALE,WHITE NON HISPANIC,Celine,16
MALE,HISPANIC,Charles,16
FEMALE,WHITE NON HISPANIC,Chavy,16
FEMALE,HISPANIC,Daisy,16
FEMALE,HISPANIC,Esther,16
MALE,ASIAN AND PACIFIC ISLANDER,Felix,16
FEMALE,WHITE NON HISPANIC,Frady,16
MALE,WHITE NON HISPANIC,Francesco,16
FEMALE,WHITE NON HISPANIC,Genevieve,16
MALE,BLACK NON HISPANIC,Grayson,16
FEMALE,HISPANIC,Guadalupe,16
FEMALE,WHITE NON HISPANIC,Hadassah,16
FEMALE,ASIAN AND PACIFIC ISLANDER,Hanna,16
FEMALE,WHITE NON HISPANIC,Hanna,16
FEMALE,BLACK NON HISPANIC,Harmony,16
FEMALE,HISPANIC,Heaven,16
FEMALE,ASIAN AND PACIFIC ISLANDER,Hoorain,16
FEMALE,WHITE NON HISPANIC,Idy,16
FEMALE,BLACK NON HISPANIC,Isabelle,16
MALE,HISPANIC,Israel,16
FEMALE,BLACK NON HISPANIC,Janelle,16
MALE,BLACK NON HISPANIC,Jaxon,16
MALE,HISPANIC,Jay,16
MALE,HISPANIC,Jaycob,16
MALE,HISPANIC,Jeffrey,16
MALE,WHITE NON HISPANIC,Joel,16
FEMALE,BLACK NON HISPANIC,Journee,16
MALE,BLACK NON HISPANIC,Justice,16
FEMALE,HISPANIC,Karen,16
FEMALE,ASIAN AND PACIFIC ISLANDER,Kelly,16
MALE,BLACK NON HISPANIC,Kevin,16
FEMALE,WHITE NON HISPANIC,Lana,16
MALE,ASIAN AND PACIFIC ISLANDER,Lawrence,16
FEMALE,WHITE NON HISPANIC,Lena,16
FEMALE,HISPANIC,Liana,16
FEMALE,WHITE NON HISPANIC,Louise,16
MALE,HISPANIC,Luca,16
FEMALE,ASIAN AND PACIFIC ISLANDER,Manha,16
MALE,HISPANIC,Marcos,16
MALE,HISPANIC,Martin,16
MALE,WHITE NON HISPANIC,Mateo,16
FEMALE,WHITE NON HISPANIC,Matilda,16
MALE,WHITE NON HISPANIC,Mohammed,16
MALE,WHITE NON HISPANIC,Moishe,16
MALE,HISPANIC,Pedro,16
MALE,WHITE NON HISPANIC,Pinchas,16
FEMALE,ASIAN AND PACIFIC ISLANDER,Queena,16
FEMALE,WHITE NON HISPANIC,Reese,16
MALE,ASIAN AND PACIFIC ISLANDER,Roy,16
FEMALE,ASIAN AND PACIFIC ISLANDER,Sara,16
FEMALE,HISPANIC,Sasha,16
FEMALE,WHITE NON HISPANIC,Shaina,16
FEMALE,BLACK NON HISPANIC,Skyla,16
FEMALE,WHITE NON HISPANIC,Sylvie,16
FEMALE,WHITE NON HISPANIC,Tzipora,16
FEMALE,HISPANIC,Valery,16
FEMALE,WHITE NON HISPANIC,Veronica,16
FEMALE,HISPANIC,Yaretzi,16
FEMALE,WHITE NON HISPANIC,Yehudis,16
MALE,BLACK NON HISPANIC,Zaire,16
MALE,ASIAN AND PACIFIC ISLANDER,Aarav,15
MALE,ASIAN AND PACIFIC ISLANDER,Ahnaf,15
FEMALE,BLACK NON HISPANIC,Alani,15
FEMALE,HISPANIC,Alicia,15
FEMALE,WHITE NON HISPANIC,Aliza,15
FEMALE,WHITE NON HISPANIC,Amelie,15
FEMALE,BLACK NON HISPANIC,Amira,15
FEMALE,HISPANIC,Analia,15
MALE,BLACK NON HISPANIC,Andre,15
MALE,HISPANIC,Andre,15
MALE,HISPANIC,Angelo,15
FEMALE,WHITE NON HISPANIC,Annabel,15
FEMALE,HISPANIC,Ariella,15
FEMALE,ASIAN AND PACIFIC ISLANDER,Athena,15
MALE,WHITE NON HISPANIC,Axel,15
FEMALE,ASIAN AND PACIFIC ISLANDER,Ayat,15
MALE,WHITE NON HISPANIC,Benzion,15
MALE,WHITE NON HISPANIC,Binyamin,15
MALE,WHITE NON HISPANIC,Blake,15
MALE,WHITE NON HISPANIC,Bodhi,15
MALE,HISPANIC,Brayan,15
FEMALE,BLACK NON HISPANIC,Brianna,15
FEMALE,HISPANIC,Brielle,15
MALE,WHITE NON HISPANIC,Calvin,15
MALE,ASIAN AND PACIFIC ISLANDER,Carson,15
MALE,WHITE NON HISPANIC,Chesky,15
MALE,WHITE NON HISPANIC,Damian,15
FEMALE,WHITE NON HISPANIC,Devora,15
MALE,WHITE NON HISPANIC,Donovan,15
MALE,HISPANIC,Edgar,15
FEMALE,HISPANIC,Eileen,15
MALE,ASIAN AND PACIFIC ISLANDER,Eli,15
FEMALE,WHITE NON HISPANIC,Elisheva,15
MALE,HISPANIC,Enzo,15
FEMALE,HISPANIC,Esmeralda,15
FEMALE,WHITE NON HISPANIC,Fradel,15
FEMALE,WHITE NON HISPANIC,Frimet,15
MALE,BLACK NON HISPANIC,Giovanni,15
FEMALE,ASIAN AND PACIFIC ISLANDER,Hana,15
FEMALE,HISPANIC,Hannah,15
FEMALE,WHITE NON HISPANIC,Henny,15
FEMALE,HISPANIC,Isabelle,15
FEMALE,HISPANIC,Itzel,15
FEMALE,HISPANIC,Izabella,15
FEMALE,HISPANIC,Jacqueline,15
FEMALE,BLACK NON HISPANIC,Jade,15
MALE,ASIAN AND PACIFIC ISLANDER,Jeffrey,15
FEMALE,ASIAN AND PACIFIC ISLANDER,Jocelyn,15
FEMALE,ASIAN AND PACIFIC ISLANDER,Julia,15
FEMALE,HISPANIC,Kamila,15
FEMALE,WHITE NON HISPANIC,Kate,15
FEMALE,HISPANIC,Kelly,15
MALE,HISPANIC,Kenny,15
MALE,BLACK NON HISPANIC,Khalil,15
FEMALE,WHITE NON HISPANIC,Layan,15
FEMALE,HISPANIC,Leila,15
MALE,ASIAN AND PACIFIC ISLANDER,Leon,15
MALE,BLACK NON HISPANIC,Levi,15
MALE,HISPANIC,Louis,15
MALE,HISPANIC,Lukas,15
FEMALE,WHITE NON HISPANIC,Malika,15
FEMALE,BLACK NON HISPANIC,Maliyah,15
MALE,HISPANIC,Marcus,15
MALE,BLACK NON HISPANIC,Mekhi,15
FEMALE,WHITE NON HISPANIC,Morgan,15
MALE,BLACK NON HISPANIC,Muhammad,15
FEMALE,HISPANIC,Natasha,15
FEMALE,HISPANIC,Nathalia,15
MALE,BLACK NON HISPANIC,Ousmane,15
FEMALE,ASIAN AND PACIFIC ISLANDER,Penelope,15
MALE,ASIAN AND PACIFIC ISLANDER,Preston,15
MALE,BLACK NON HISPANIC,Princeton,15
FEMALE,WHITE NON HISPANIC,Raquel,15
MALE,WHITE NON HISPANIC,Raymond,15
MALE,HISPANIC,Roman,15
MALE,WHITE NON HISPANIC,Ronan,15
MALE,WHITE NON HISPANIC,Ryder,15
FEMALE,WHITE NON HISPANIC,Sabina,15
FEMALE,BLACK NON HISPANIC,Sage,15
MALE,BLACK NON HISPANIC,Sean,15
FEMALE,ASIAN AND PACIFIC ISLANDER,Serena,15
FEMALE,WHITE NON HISPANIC,Serena,15
FEMALE,WHITE NON HISPANIC,Shifra,15
FEMALE,WHITE NON HISPANIC,Siena,15
FEMALE,HISPANIC,Sienna,15
FEMALE,WHITE NON HISPANIC,Vera,15
MALE,WHITE NON HISPANIC,Vincenzo,15
FEMALE,WHITE NON HISPANIC,Willow,15
MALE,WHITE NON HISPANIC,Zalmen,15
FEMALE,BLACK NON HISPANIC,Zariah,15
FEMALE,WHITE NON HISPANIC,Zissy,15
MALE,ASIAN AND PACIFIC ISLANDER,Aayan,14
MALE,ASIAN AND PACIFIC ISLANDER,Abdul,14
FEMALE,WHITE NON HISPANIC,Adelaide,14
MALE,ASIAN AND PACIFIC ISLANDER,Ahmed,14
MALE,BLACK NON HISPANIC,Aidan,14
FEMALE,HISPANIC,Aileen,14
FEMALE,HISPANIC,Aleah,14
MALE,BLACK NON HISPANIC,Alex,14
FEMALE,HISPANIC,Allyson,14
FEMALE,BLACK NON HISPANIC,Amirah,14
FEMALE,HISPANIC,Angela,14
FEMALE,HISPANIC,Annalise,14
MALE,BLACK NON HISPANIC,Asher,14
MALE,WHITE NON HISPANIC,Avery,14
MALE,WHITE NON HISPANIC,Beckett,14
FEMALE,WHITE NON HISPANIC,Blake,14
FEMALE,WHITE NON HISPANIC,Brianna,14
FEMALE,WHITE NON HISPANIC,Brielle,14
MALE,WHITE NON HISPANIC,Brody,14
FEMALE,BLACK NON HISPANIC,Brooke,14
FEMALE,WHITE NON HISPANIC,Brucha,14
FEMALE,HISPANIC,Bryanna,14
MALE,ASIAN AND PACIFIC ISLANDER,Calvin,14
FEMALE,HISPANIC,Carla,14
FEMALE,HISPANIC,Cataleya,14
MALE,ASIAN AND PACIFIC ISLANDER,Chris,14
FEMALE,ASIAN AND PACIFIC ISLANDER,Clara,14
FEMALE,WHITE NON HISPANIC,Eden,14
MALE,ASIAN AND PACIFIC ISLANDER,Edison,14
FEMALE,ASIAN AND PACIFIC ISLANDER,Elaine,14
FEMALE,ASIAN AND PACIFIC ISLANDER,Emilia,14
FEMALE,WHITE NON HISPANIC,Esme,14
MALE,BLACK NON HISPANIC,Ezekiel,14
MALE,HISPANIC,Ezekiel,14
MALE,WHITE NON HISPANIC,Frederick,14
FEMALE,WHITE NON HISPANIC,Golda,14
MALE,WHITE NON HISPANIC,Griffin,14
MALE,WHITE NON HISPANIC,Harry,14
MALE,ASIAN AND PACIFIC ISLANDER,Hunter,14
FEMALE,ASIAN AND PACIFIC ISLANDER,Inaya,14
MALE,HISPANIC,Isaias,14
FEMALE,ASIAN AND PACIFIC ISLANDER,Jacqueline,14
FEMALE,HISPANIC,Jaylah,14
MALE,BLACK NON HISPANIC,Jaylen,14
MALE,HISPANIC,Jean,14
FEMALE,WHITE NON HISPANIC,Judy,14
MALE,ASIAN AND PACIFIC ISLANDER,Kabir,14
MALE,BLACK NON HISPANIC,Kaden,14
MALE,HISPANIC,Kaden,14
MALE,HISPANIC,Kai,14
FEMALE,BLACK NON HISPANIC,Kali,14
MALE,ASIAN AND PACIFIC ISLANDER,Krish,14
MALE,HISPANIC,Kyrie,14
FEMALE,ASIAN AND PACIFIC ISLANDER,Leanna,14
FEMALE,HISPANIC,Leia,14
MALE,WHITE NON HISPANIC,Leonard,14
FEMALE,WHITE NON HISPANIC,Liv,14
FEMALE,WHITE NON HISPANIC,Livia,14
FEMALE,BLACK NON HISPANIC,Londyn,14
FEMALE,WHITE NON HISPANIC,Louisa,14
FEMALE,HISPANIC,Luciana,14
FEMALE,ASIAN AND PACIFIC ISLANDER,Lydia,14
FEMALE,HISPANIC,Mackenzie,14
FEMALE,WHITE NON HISPANIC,Malak,14
MALE,BLACK NON HISPANIC,Maximus,14
MALE,HISPANIC,Maxwell,14
FEMALE,BLACK NON HISPANIC,McKenzie,14
MALE,ASIAN AND PACIFIC ISLANDER,Md,14
FEMALE,ASIAN AND PACIFIC ISLANDER,Mina,14
FEMALE,WHITE NON HISPANIC,Mirel,14
MALE,WHITE NON HISPANIC,Mohammad,14
MALE,BLACK NON HISPANIC,Mouhamed,14
MALE,ASIAN AND PACIFIC ISLANDER,Mustafa,14
FEMALE,WHITE NON HISPANIC,Nadia,14
FEMALE,BLACK NON HISPANIC,Nala,14
FEMALE,HISPANIC,Nashla,14
FEMALE,HISPANIC,Nathaly,14
FEMALE,BLACK NON HISPANIC,Nova,14
FEMALE,WHITE NON HISPANIC,Paige,14
FEMALE,WHITE NON HISPANIC,Perel,14
MALE,WHITE NON HISPANIC,Pinchus,14
MALE,HISPANIC,Raymond,14
FEMALE,WHITE NON HISPANIC,Reagan,14
MALE,WHITE NON HISPANIC,Reuven,14
MALE,ASIAN AND PACIFIC ISLANDER,Richard,14
FEMALE,WHITE NON HISPANIC,Rifka,14
FEMALE,WHITE NON HISPANIC,Rivkah,14
MALE,HISPANIC,Roberto,14
FEMALE,ASIAN AND PACIFIC ISLANDER,Samantha,14
FEMALE,BLACK NON HISPANIC,Sarai,14
MALE,BLACK NON HISPANIC,Shane,14
MALE,WHITE NON HISPANIC,Silas,14
FEMALE,HISPANIC,Skyla,14
MALE,WHITE NON HISPANIC,Timur,14
FEMALE,WHITE NON HISPANIC,Tziporah,14
MALE,HISPANIC,Valentino,14
FEMALE,ASIAN AND PACIFIC ISLANDER,Vicky,14
FEMALE,ASIAN AND PACIFIC ISLANDER,Winnie,14
MALE,HISPANIC,Yadiel,14
MALE,WHITE NON HISPANIC,Yisrael,14
MALE,WHITE NON HISPANIC,Yoel,14
FEMALE,BLACK NON HISPANIC,Zara,14
MALE,ASIAN AND PACIFIC ISLANDER,Zayan,14
MALE,ASIAN AND PACIFIC ISLANDER,Aaryan,13
FEMALE,BLACK NON HISPANIC,Addison,13
MALE,ASIAN AND PACIFIC ISLANDER,Adyan,13
FEMALE,BLACK NON HISPANIC,Alexis,13
FEMALE,ASIAN AND PACIFIC ISLANDER,Amaya,13
FEMALE,HISPANIC,Amirah,13
FEMALE,WHITE NON HISPANIC,Amy,13
FEMALE,HISPANIC,Anastasia,13
FEMALE,ASIAN AND PACIFIC ISLANDER,Angel,13
MALE,ASIAN AND PACIFIC ISLANDER,Armaan,13
MALE,HISPANIC,Armani,13
MALE,ASIAN AND PACIFIC ISLANDER,Azaan,13
MALE,WHITE NON HISPANIC,Boruch,13
MALE,ASIAN AND PACIFIC ISLANDER,Brayden,13
MALE,WHITE NON HISPANIC,Brayden,13
MALE,ASIAN AND PACIFIC ISLANDER,Cameron,13
FEMALE,HISPANIC,Camilla,13
FEMALE,HISPANIC,Celine,13
FEMALE,BLACK NON HISPANIC,Christina,13
MALE,ASIAN AND PACIFIC ISLANDER,Cyrus,13
FEMALE,WHITE NON HISPANIC,Dahlia,13
FEMALE,BLACK NON HISPANIC,Danielle,13
MALE,BLACK NON HISPANIC,Darius,13
MALE,WHITE NON HISPANIC,Dominick,13
FEMALE,HISPANIC,Elianna,13
FEMALE,HISPANIC,Elisa,13
FEMALE,ASIAN AND PACIFIC ISLANDER,Elsa,13
MALE,WHITE NON HISPANIC,Elya,13
FEMALE,HISPANIC,Erika,13
FEMALE,WHITE NON HISPANIC,Etty,13
FEMALE,BLACK NON HISPANIC,Eva,13
MALE,HISPANIC,Fernando,13
MALE,WHITE NON HISPANIC,Francis,13
MALE,HISPANIC,Franklin,13
FEMALE,WHITE NON HISPANIC,Freida,13
FEMALE,WHITE NON HISPANIC,Frieda,13
FEMALE,WHITE NON HISPANIC,Gabrielle,13
FEMALE,HISPANIC,Gia,13
FEMALE,WHITE NON HISPANIC,Gia,13
FEMALE,BLACK NON HISPANIC,Gianna,13
MALE,WHITE NON HISPANIC,Greyson,13
FEMALE,ASIAN AND PACIFIC ISLANDER,Haniya,13
MALE,ASIAN AND PACIFIC ISLANDER,Hashim,13
FEMALE,HISPANIC,Hazel,13
MALE,BLACK NON HISPANIC,Ibrahima,13
MALE,BLACK NON HISPANIC,Israel,13
MALE,WHITE NON HISPANIC,Jace,13
MALE,WHITE NON HISPANIC,Jad,13
MALE,BLACK NON HISPANIC,Jamari,13
MALE,BLACK NON HISPANIC,Jaxson,13
MALE,WHITE NON HISPANIC,Jaxson,13
MALE,ASIAN AND PACIFIC ISLANDER,Johnny,13
MALE,BLACK NON HISPANIC,Jonas,13
FEMALE,BLACK NON HISPANIC,Joy,13
MALE,BLACK NON HISPANIC,Judah,13
FEMALE,WHITE NON HISPANIC,Juniper,13
MALE,BLACK NON HISPANIC,Kameron,13
FEMALE,HISPANIC,Kendra,13
MALE,ASIAN AND PACIFIC ISLANDER,Kian,13
MALE,HISPANIC,Landon,13
FEMALE,HISPANIC,Laura,13
FEMALE,WHITE NON HISPANIC,Lauren,13
FEMALE,WHITE NON HISPANIC,Lia,13
FEMALE,HISPANIC,Lizbeth,13
FEMALE,ASIAN AND PACIFIC ISLANDER,Lucy,13
FEMALE,BLACK NON HISPANIC,Mackenzie,13
MALE,WHITE NON HISPANIC,Malik,13
MALE,HISPANIC,Marco,13
MALE,ASIAN AND PACIFIC ISLANDER,Maxwell,13
FEMALE,HISPANIC,Megan,13
FEMALE,HISPANIC,Miah,13
MALE,WHITE NON HISPANIC,Micah,13
FEMALE,HISPANIC,Mikaela,13
FEMALE,HISPANIC,Nyla,13
FEMALE,HISPANIC,Nylah,13
MALE,WHITE NON HISPANIC,Pierce,13
FEMALE,HISPANIC,Rachel,13
MALE,HISPANIC,Randy,13
MALE,ASIAN AND PACIFIC ISLANDER,Rehan,13
FEMALE,WHITE NON HISPANIC,Rifky,13
MALE,WHITE NON HISPANIC,River,13
FEMALE,WHITE NON HISPANIC,Ryan,13
FEMALE,HISPANIC,Sadie,13
MALE,HISPANIC,Sergio,13
FEMALE,ASIAN AND PACIFIC ISLANDER,Sharon,13
FEMALE,WHITE NON HISPANIC,Shea,13
FEMALE,WHITE NON HISPANIC,Simone,13
MALE,BLACK NON HISPANIC,Sincere,13
MALE,WHITE NON HISPANIC,Stephen,13
MALE,WHITE NON HISPANIC,Steven,13
FEMALE,WHITE NON HISPANIC,Teagan,13
MALE,BLACK NON HISPANIC,Timothy,13
FEMALE,WHITE NON HISPANIC,Tova,13
MALE,WHITE NON HISPANIC,Tristan,13
FEMALE,WHITE NON HISPANIC,Vienna,13
MALE,WHITE NON HISPANIC,Xavier,13
MALE,WHITE NON HISPANIC,Yitzchak,13
MALE,ASIAN AND PACIFIC ISLANDER,Aden,12
MALE,HISPANIC,Adiel,12
FEMALE,WHITE NON HISPANIC,Adrianna,12
MALE,ASIAN AND PACIFIC ISLANDER,Ahmad,12
FEMALE,HISPANIC,Alani,12
MALE,HISPANIC,Alessandro,12
FEMALE,HISPANIC,Alia,12
FEMALE,HISPANIC,Aliah,12
MALE,BLACK NON HISPANIC,Amadou,12
FEMALE,WHITE NON HISPANIC,Amanda,12
FEMALE,ASIAN AND PACIFIC ISLANDER,Amara,12
FEMALE,BLACK NON HISPANIC,Amara,12
MALE,WHITE NON HISPANIC,Ameer,12
FEMALE,HISPANIC,Angelique,12
FEMALE,ASIAN AND PACIFIC ISLANDER,Annabelle,12
FEMALE,ASIAN AND PACIFIC ISLANDER,Anne,12
FEMALE,WHITE NON HISPANIC,Antonia,12
FEMALE,HISPANIC,Arabella,12
MALE,ASIAN AND PACIFIC ISLANDER,Ashton,12
FEMALE,WHITE NON HISPANIC,Aubrey,12
MALE,HISPANIC,August,12
MALE,WHITE NON HISPANIC,Avrum,12
MALE,WHITE NON HISPANIC,Ayden,12
FEMALE,HISPANIC,Ayleen,12
FEMALE,WHITE NON HISPANIC,Basya,12
FEMALE,WHITE NON HISPANIC,Batsheva,12
FEMALE,WHITE NON HISPANIC,Batya,12
FEMALE,BLACK NON HISPANIC,Bintou,12
MALE,BLACK NON HISPANIC,Blake,12
FEMALE,WHITE NON HISPANIC,Breindy,12
MALE,WHITE NON HISPANIC,Brendan,12
FEMALE,HISPANIC,Britney,12
MALE,BLACK NON HISPANIC,Bryan,12
MALE,HISPANIC,Byron,12
MALE,BLACK NON HISPANIC,Cairo,12
FEMALE,BLACK NON HISPANIC,Cali,12
FEMALE,WHITE NON HISPANIC,Camille,12
FEMALE,ASIAN AND PACIFIC ISLANDER,Carina,12
MALE,ASIAN AND PACIFIC ISLANDER,Carter,12
FEMALE,ASIAN AND PACIFIC ISLANDER,Celine,12
MALE,BLACK NON HISPANIC,Charles,12
MALE,WHITE NON HISPANIC,Cyrus,12
MALE,ASIAN AND PACIFIC ISLANDER,Damon,12
MALE,WHITE NON HISPANIC,Desmond,12
MALE,ASIAN AND PACIFIC ISLANDER,Eden,12
FEMALE,BLACK NON HISPANIC,Eden,12
FEMALE,WHITE NON HISPANIC,Edith,12
FEMALE,ASIAN AND PACIFIC ISLANDER,Eleanor,12
MALE,HISPANIC,Eliel,12
FEMALE,WHITE NON HISPANIC,Elisa,12
FEMALE,HISPANIC,Eliza,12
FEMALE,BLACK NON HISPANIC,Ella,12
MALE,ASIAN AND PACIFIC ISLANDER,Elvis,12
MALE,HISPANIC,Enrique,12
MALE,WHITE NON HISPANIC,Enzo,12
FEMALE,ASIAN AND PACIFIC ISLANDER,Esther,12
FEMALE,HISPANIC,Evangeline,12
FEMALE,WHITE NON HISPANIC,Everly,12
FEMALE,HISPANIC,Faith,12
FEMALE,HISPANIC,Fatima,12
FEMALE,WHITE NON HISPANIC,Fatima,12
MALE,HISPANIC,Felipe,12
MALE,WHITE NON HISPANIC,Fishel,12
MALE,HISPANIC,Frank,12
FEMALE,WHITE NON HISPANIC,Freya,12
MALE,WHITE NON HISPANIC,Giuseppe,12
MALE,BLACK NON HISPANIC,Greyson,12
FEMALE,WHITE NON HISPANIC,Hadley,12
FEMALE,BLACK NON HISPANIC,Harper,12
MALE,HISPANIC,Harrison,12
FEMALE,WHITE NON HISPANIC,Hinda,12
MALE,HISPANIC,Hudson,12
MALE,WHITE NON HISPANIC,Imran,12
MALE,WHITE NON HISPANIC,Ivan,12
FEMALE,WHITE NON HISPANIC,Jacqueline,12
FEMALE,BLACK NON HISPANIC,Jada,12
MALE,HISPANIC,Jael,12
FEMALE,HISPANIC,Jaelyn,12
FEMALE,HISPANIC,Jamie,12
FEMALE,BLACK NON HISPANIC,Janiyah,12
MALE,HISPANIC,Jariel,12
MALE,WHITE NON HISPANIC,Jay,12
FEMALE,ASIAN AND PACIFIC ISLANDER,Jessie,12
MALE,HISPANIC,Jimmy,12
MALE,HISPANIC,Johann,12
FEMALE,HISPANIC,Josephine,12
FEMALE,BLACK NON HISPANIC,Journey,12
FEMALE,ASIAN AND PACIFIC ISLANDER,Joy,12
FEMALE,WHITE NON HISPANIC,Julie,12
MALE,WHITE NON HISPANIC,Julien,12
MALE,HISPANIC,Kaleb,12
MALE,BLACK NON HISPANIC,Kamari,12
FEMALE,ASIAN AND PACIFIC ISLANDER,Karen,12
FEMALE,HISPANIC,Kaylie,12
FEMALE,HISPANIC,Khaleesi,12
MALE,HISPANIC,Kyle,12
FEMALE,WHITE NON HISPANIC,Laura,12
FEMALE,HISPANIC,Lesly,12
FEMALE,WHITE NON HISPANIC,Liba,12
FEMALE,WHITE NON HISPANIC,Lilah,12
FEMALE,WHITE NON HISPANIC,Liora,12
MALE,WHITE NON HISPANIC,Lucian,12
FEMALE,ASIAN AND PACIFIC ISLANDER,Luna,12
FEMALE,WHITE NON HISPANIC,Maia,12
